//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:24:17
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 100.0	 7	35.5849	2.900	126.23	 0.03	 17.371	17.346	  1.17	 6.03	0.0233	0.0130	0.0019	0.0312	0.0120		0.0025		0.0371		0.0057			0.0103	0.0043	0.0587	0.0227	0.0814	0.0168			0.0345	0.0866	0.1211	0.0023		15.3866	7.7354	25.0000		
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 150.0	 6	35.4616	2.672	116.30	 0.01	 19.614	19.605	  1.31	 7.10																											14.3374	7.7022	25.0000		
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 149.0	 5	35.4618	2.690	117.11	 0.00	 19.618	19.613	  1.31	 7.10																											14.3364	7.7009	25.0000		
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 200.0	 4	35.3346	2.036	 88.60	 0.01	 24.503	24.496	  1.56	 9.04																											13.3367	7.6275	25.0000		
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 298.0	 3	34.9705	1.908	 83.00	 0.00	 30.586	30.585	  1.90	13.28																											10.2978	7.5469	25.0000		
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 397.0	 2	34.7948	2.426	105.54	 0.00	 31.031	31.031	  1.97	15.62																											8.8304	7.5516	25.0000		
PIRATA-FR32	st006c01	B	2022-03-07T20:42:06z	 -10.001	 +1.001		 500.0	 1	34.6343	2.818	122.57	-0.00	 32.608	32.611	  2.12	19.46																											7.2834	7.5463	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		   3.0	14																																			29.3077		25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		   3.0	13	34.5188	4.474	195.51	 0.00	 -0.040	-0.041	  0.02	 0.67																											29.3042	8.0672	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		  20.0	12	35.2865	4.584	200.34	 0.00	  0.002	0.001	  0.07	 0.74																											28.6876		25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		  40.0	11																																			26.4536		25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		  40.0	10	35.8214	4.531	197.75	 0.00	 -0.008	-0.008	  0.09	 0.95																											26.5865	8.0202	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		  58.0	 9	36.3450	4.027	175.48	 0.27	  4.790	4.523	  0.45	 2.24																											21.2727	7.9381	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		  80.0	 8	35.9247	3.479	151.52	 0.20	 11.152	10.953	  0.82	 3.94																											18.0119		25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 100.0	 7	35.6804	3.334	145.19	 0.04	 14.313	14.269	  1.00	 5.08																											15.9973	7.7836	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 100.0	 6	35.6823	3.325	144.78	 0.04	 14.499	14.459	  1.01	 5.10																											15.9909	7.7842	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 149.0	 5	35.5181	3.219	140.15	 0.02	 16.680	16.663	  1.13	 6.11																											14.8158	7.7509	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 199.0	 4	35.4371	2.669	116.18	 0.01	 20.849	20.839	  1.34	 7.36																											14.1923	7.6946	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 299.0	 3	34.9985	1.823	 79.31	 0.01	 30.972	30.966	  1.92	13.09																											10.5447	7.5409	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 398.0	 2	34.8132	2.054	 89.35	 0.01	 33.001	32.993	  2.06	15.81																											8.9543	7.5214	25.0000		
PIRATA-FR32	st007c01	B	2022-03-08T01:11:37z	 -10.001	 +0.500		 498.0	 1	34.6672	2.621	114.01	 0.01	 33.307	33.301	  2.14	18.73																											7.5849	7.5384	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		   2.0	17	34.8141	4.517	197.40	 0.01	  0.047	0.038	  0.04	 0.74	0.0062	0.0073	0.0031	0.0044	0.0053			0.0023	0.0204	0.0019	0.0151			0.1525		0.0056	0.0076	0.0132	0.0175			0.0639	0.0790	0.1429	0.0017		29.3939	8.0684	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		  23.0	16	35.7821	4.558	199.14	 0.00	  0.061	0.058	  0.07	 0.86	0.0072	0.0091	0.0063	0.0071	0.0057			0.0014	0.0255		0.0116		0.0019	0.1239		0.0060	0.0080	0.0140	0.0151			0.0449	0.0774	0.1223	0.0014		28.7811	8.0339	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		  42.0	15	36.1915	4.409	192.50	 0.00	  0.016	0.013	  0.21	 1.20	0.0311	0.0273	0.0086	0.0249	0.0126			0.0017	0.1191	0.0048	0.0180		0.0022	0.1661		0.0177	0.0287	0.0464	0.0359			0.1570	0.2190	0.3760	0.0034		24.9745	7.9914	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		  61.0	14	36.3244	4.013	175.06	 0.21	  4.581	4.371	  0.47	 2.20	0.0842	0.0705	0.0083	0.1219	0.0370	0.0125	0.0174	0.0070	0.2069	0.0038	0.0163	0.0031	0.0022	0.0996		0.0876	0.1453	0.2329	0.0524			0.1660	0.4500	0.6160	0.0079		21.3352	7.9133	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		  82.0	13	35.9729	3.758	163.71	 0.21	  9.447	9.238	  0.73	 3.61	0.0646	0.0419	0.0052	0.0857	0.0275	0.0087	0.0089	0.0037	0.1233	0.0019	0.0115	0.0036	0.0013	0.0314		0.0486	0.0577	0.1063	0.0244			0.0588	0.2942	0.3530	0.0043		17.9745	7.8497	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 100.0	12	35.7278	3.438	149.66	 0.07	 13.390	13.320	  0.96	 4.78	0.0401	0.0227	0.0022	0.0573	0.0152				0.0716		0.0079			0.0215		0.0545	0.0181	0.0726	0.0201			0.0457	0.1496	0.1953			16.3285	7.7930	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 150.0	11				 0.02	 15.707	15.684	  1.09	 5.74																											14.9901		25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 199.0	10	35.4362	3.185	138.65	 0.01	 17.537	17.522	  1.19	 6.57																											14.2178	7.7348	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 300.0	 9	35.0393	1.749	 76.08	 0.01	 30.326	30.315	  1.90	12.55																											10.8971	7.5428	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 498.0	 8	34.6667	2.589	112.60	 0.01	 33.338	33.329	  2.15	18.90																											7.6071	7.5375	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 498.0	 7	34.6709	2.609	113.49	 0.01	 33.030	33.022	  2.14	18.86																											7.6035	7.5336	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 794.0	 6	34.5208	3.366	146.43	 0.01	 34.656	34.647	  2.34	30.17																											4.9151	7.5489	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		 993.0	 5	34.6655	3.659	159.15	 0.01	 32.126	32.121	  2.18	29.63																											4.6186	7.5800	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		1239.0	 4				 0.01	 28.345	28.337	  1.90	25.36																											4.5614		25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		1486.0	 3	34.9559	5.155	224.19	-0.00	 22.337	22.338	  1.48	18.70																											4.3419	7.6885	25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		1734.0	 2				 0.01	 20.323	20.314	  1.35	18.06																											3.9430		25.0000		
PIRATA-FR32	st008c01	B	2022-03-08T12:23:49z	  -9.867	 +0.014		1980.0	 1	34.9628	5.712	248.29	 0.01	 20.112	20.107	  1.34	21.60																											3.5067	7.7272	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		   2.0	14																																			29.2583		25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		   2.0	13	34.9977	4.494	196.35	 0.00	  0.025	0.023	  0.04	 0.74																											29.2581	8.0507	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		  20.0	12	35.8207	4.551	198.82	-0.00	  0.014	0.019	  0.09	 0.81																											28.4925		25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		  41.0	11																																			27.4609		25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		  42.0	10	36.0868	4.606	201.02	-0.00	  0.048	0.049	  0.10	 0.89																											27.4354	8.0262	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		  61.0	 9	35.9539	3.360	146.37	 0.18	 11.074	10.898	  0.85	 3.70																											18.3816	7.8280	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		  61.0	 8	35.9562	3.358	146.29	 0.19	 11.085	10.900	  0.84	 3.69																											18.3606	7.8247	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		  79.0	 7	35.8059	3.801	165.54	 0.10	 10.704	10.606	  0.79	 3.87																											16.8179		25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		 100.0	 6	35.5199	3.249	141.47	 0.02	 16.266	16.242	  1.12	 5.89																											14.8150	7.7537	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		 151.0	 5	35.4295	2.894	126.02	 0.01	 19.241	19.229	  1.29	 7.04																											14.1459	7.7092	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		 200.0	 4	35.4052	2.557	111.32	 0.01	 21.177	21.170	  1.38	 7.71																											13.9826	7.6786	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		 300.0	 3	35.0090	1.685	 73.33	 0.01	 31.129	31.122	  1.95	13.00																											10.6393	7.5308	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		 398.0	 2	34.7978	2.180	 94.86	 0.00	 32.661	32.657	  2.08	16.07																											8.8185	7.5272	25.0000		
PIRATA-FR32	st009c01	B	2022-03-08T23:06:55z	 -10.000	 -0.500		 496.0	 1	34.6109	2.856	124.23	 0.01	 33.344	33.337	  2.19	20.63																											6.9724	7.5388	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		   3.0	13									0.0014	0.0029	0.0015	0.0036	0.0040				0.0085	0.0021	0.0057			0.0535		0.0030	0.0065	0.0095	0.0081			0.0210	0.0337	0.0547			28.6739		25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		   3.0	12	35.7664	4.513	197.03	-0.00	 -0.019	-0.017	  0.10	 0.80																											28.6734	8.0269	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		  21.0	11	35.7659	4.548	198.53	-0.00	  0.007	0.008	  0.09	 0.83	0.0029	0.0063	0.0033	0.0073	0.0062				0.0231	0.0022	0.0087			0.1037		0.0042	0.0099	0.0141	0.0146			0.0404	0.0735	0.1139			28.3883		25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		  41.0	10	35.8619	3.829	166.88	 0.28	  6.165	5.890	  0.57	 2.60																											21.7225	7.8974	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		  41.0	 9	35.8611	3.773	164.40	 0.29	  6.449	6.156	  0.59	 2.68	0.0625	0.0570	0.0179	0.0845	0.0268	0.0048	0.0074	0.0117	0.2083		0.0182	0.0042	0.0031	0.1625		0.0250	0.1247	0.1497	0.0413			0.1329	0.4064	0.5393	0.0046		21.6590	7.8958	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		  61.0	 8	35.7922	2.866	124.84	 0.48	 14.762	14.287	  1.03	 4.34	0.0578	0.0460	0.0129	0.0850	0.0180	0.0063	0.0127	0.0104	0.1512		0.0107	0.0026		0.0973		0.0579	0.1269	0.1848	0.0358			0.1159	0.3331	0.4490	0.0035		18.5573	7.7836	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		  82.0	 7	35.6520	2.550	111.03	 0.21	 18.545	18.339	  1.26	 5.67	0.0557	0.0333	0.0071	0.0795	0.0188	0.0095	0.0143		0.1093	0.0076	0.0094	0.0026		0.0437		0.0648	0.1029	0.1677	0.0289			0.0637	0.2784	0.3421	0.0036		16.2589		25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		 101.0	 6	35.5688	2.838	123.54	 0.15	 20.149	19.997	  1.34	 6.42	0.0338	0.0219	0.0020	0.0499	0.0134	0.0018	0.0045		0.0719	0.0037	0.0046	0.0020		0.0189		0.0712	0.0301	0.1013	0.0227			0.0467	0.1550	0.2017	0.0025		15.2215	7.6927	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		 150.0	 5	35.4493	2.385	103.83	 0.02	 19.357	19.339	  1.30	 6.98																											14.3041	7.7036	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		 199.0	 4	35.3736	2.167	 94.31	 0.01	 23.282	23.267	  1.51	 8.21																											13.6733	7.6436	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		 300.0	 3	35.0251	1.749	 76.12	 0.01	 30.347	30.338	  1.90	12.50																											10.7827	7.5426	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		 397.0	 2	34.8216	2.044	 88.94	 0.01	 32.857	32.849	  2.06	15.62																											9.0459	7.5232	25.0000		
PIRATA-FR32	st010c01	B	2022-03-09T02:49:24z	 -10.001	 -0.998		 498.0	 1	34.6937	2.594	112.84	 0.00	 32.765	32.762	  2.10	17.93																											7.8873	7.5408	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		   3.0	14																																			28.6967		25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		   3.0	13	35.5572	4.528	197.81	 0.01	  0.014	0.008	  0.06	 0.71																											28.6975	8.0382	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  22.0	12	35.6719	4.629	202.10	 0.00	  0.037	0.033	  0.08	 0.76																											28.0174		25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  42.0	11	35.7264	3.795	165.35	 0.21	  8.027	7.814	  0.65	 3.14																											20.3529	7.8655	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  42.0	10	35.7248	3.840	167.33	 0.22	  8.177	7.958	  0.65	 3.11																											20.3344	7.8720	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  42.0	 9																																			20.3874		25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  61.0	 8	35.6766	2.886	125.63	 0.52	 16.366	15.847	  1.12	 4.84																											16.5664	7.7492	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  80.0	 7	35.5843	2.367	103.04	 0.04	 20.298	20.259	  1.32	 6.52																											15.2988		25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		  99.0	 6	35.5297	2.367	103.02	 0.01	 21.044	21.033	  1.36	 6.76																											14.8759	7.6816	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		 149.0	 5	35.4468	2.226	 96.89	 0.00	 22.487	22.486	  1.44	 7.57																											14.2716	7.6575	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		 199.0	 4	35.3103	2.155	 93.77	-0.00	 24.562	24.565	  1.55	 8.66																											13.1978	7.6297	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		 299.0	 3	34.9806	1.715	 74.64	-0.00	 31.677	31.679	  1.95	13.29																											10.3926	7.5290	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		 398.0	 2	34.8053	2.424	105.45	 0.00	 31.469	31.467	  1.98	15.25																											9.0122	7.5211	25.0000		
PIRATA-FR32	st011c01	B	2022-03-09T06:37:36z	 -10.000	 -1.501		 497.0	 1	34.6037	3.329	144.78	-0.00	 30.986	30.990	  2.03	18.76																											7.1705	7.5817	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		   2.0	13									0.0061	0.0134	0.0031	0.0110	0.0093			0.0030	0.0326	0.0048	0.0149		0.0012	0.1529		0.0121	0.0111	0.0232	0.0248			0.1084	0.1084	0.2168	0.0019		28.7139		25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		   2.0	12	35.3161	4.554	198.89	 0.00	  0.052	0.050	  0.06	 0.73																											28.7156	8.0333	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		   2.0	11	35.3116	4.552	198.81	-0.00	  0.032	0.036	  0.08	 0.70																											28.7133	8.0292	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		  24.0	10	35.6247	4.311	187.85	 0.10	  5.532	5.433	  0.52	 2.62	0.0614	0.0756	0.0364	0.0900	0.0401	0.0100		0.0075	0.2094	0.0076	0.0291		0.0047	0.1056	0.0083		0.1217	0.1217		0.0289		0.0570	0.5245	0.5815	0.0040		21.1484		25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		  43.0	 9	35.7040	3.621	157.75	 0.20	 10.676	10.478	  0.84	 3.70	0.0628	0.0606	0.0307	0.0983	0.0316	0.0131	0.0042	0.0067	0.1586	0.0038	0.0116	0.0027		0.0536	0.0030	0.0280	0.1401	0.1681	0.0264			0.0647	0.4113	0.4760	0.0031		18.6635	7.8326	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		  63.0	 8	35.6281	2.741	119.34	 0.54	 17.785	17.245	  1.24	 5.28	0.0464	0.0367	0.0118	0.0598	0.0270	0.0105	0.0091		0.0854	0.0045	0.0061	0.0019		0.0446		0.1022	0.1100	0.2122	0.0357			0.0961	0.2558	0.3519	0.0030		15.9253	7.7379	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		  82.0	 7	35.5857	2.586	112.58	 0.05	 19.167	19.116	  1.30	 6.17	0.0356	0.0244	0.0104	0.0467	0.0238	0.0020	0.0039	0.0018	0.0591		0.0043	0.0021		0.0225		0.1145	0.0323	0.1468	0.0315			0.0706	0.1625	0.2331	0.0027		15.3508		25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		 101.0	 6	35.5379	2.296	 99.96	 0.02	 21.125	21.108	  1.40	 6.91	0.0118	0.0075	0.0074	0.0148	0.0084	0.0013			0.0236		0.0016	0.0016		0.0045		0.0253	0.0088	0.0341	0.0082			0.0123	0.0549	0.0672	0.0015		14.9362	7.6755	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		 150.0	 5	35.4190	2.117	 92.13	 0.00	 23.264	23.259	  1.53	 7.95																											14.0281	7.6465	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		 202.0	 4	35.2857	2.195	 95.52	-0.00	 24.390	24.393	  1.58	 8.91																											13.0247	7.6301	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		 300.0	 3	34.9948	1.832	 79.69	 0.00	 30.357	30.354	  1.93	12.74																											10.6263	7.5453	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		 401.0	 2	34.8439	2.434	105.89	 0.00	 30.102	30.099	  1.94	14.48																											9.3830	7.5610	25.0000		
PIRATA-FR32	st012c01	B	2022-03-09T10:14:35z	 -10.000	 -1.999		 500.0	 1	34.5827	3.168	137.80	 0.00	 31.905	31.902	  2.12	19.96																											6.9514	7.5670	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		   4.0	14																																			28.8989		25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		   4.0	13	35.3363	4.541	198.41																																28.8877	8.0329	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		   4.0	12	35.3358	4.532	197.96																																28.9315	8.0292	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		  21.0	11	35.6487	4.681	204.16																																21.5342		25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		  40.0	10	35.6885	3.017	131.41																																16.9664	7.7699	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		  40.0	 9																																			16.9499		25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		  61.0	 8	35.5646	2.357	102.63																																15.1434	7.6937	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		  80.0	 7	35.5309	2.355	102.55																																14.8722		25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		  99.0	 6	35.4802	2.227	 96.95																																14.4854	7.6653	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		 148.0	 5	35.4022	2.116	 92.09																																13.9116	7.6451	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		 198.0	 4	35.2574	2.175	 94.64																																12.7995	7.6228	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		 299.0	 3	35.0270	1.763	 76.73																																10.9150	7.5438	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		 397.0	 2	34.8535	1.914	 83.28																																9.4370	7.5633	25.0000		
PIRATA-FR32	st013c01	B	2022-03-09T14:04:26z	 -10.002	 -2.500		 497.0	 1	34.5825	3.003	130.63																																6.8486	7.5538	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		   3.0	13																																			28.7405		25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		   3.0	12	35.3503	4.520	197.44	 0.00	 -0.044	-0.045	  0.08	 0.82																											28.7404	8.0305	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		  22.0	11	35.6476	4.595	200.35	 0.04	  1.844	1.803	  0.34	 2.06																											22.9266		25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		  42.0	10	35.6493	2.659	115.77	 0.24	 17.682	17.446	  1.19	 5.62																											15.9829	7.7155	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		  62.0	 9	35.6225	2.488	108.32	 0.16	 18.908	18.748	  1.25	 5.96																											15.7208	7.7080	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		  82.0	 8	35.5670	2.836	123.46	 0.08	 17.877	17.800	  1.20	 6.05																											15.2155		25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		  99.0	 7	35.5597	2.468	107.42	 0.06	 19.859	19.795	  1.32	 6.55																											15.1247	7.6972	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		 149.0	 6	35.4770	2.727	118.67	 0.01	 19.373	19.359	  1.27	 7.00																											14.4936	7.7052	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		 200.0	 5	35.3264	2.142	 93.20	 0.01	 23.889	23.884	  1.52	 8.73																											13.3215	7.6306	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		 299.0	 4	35.1151	1.734	 75.46	 0.01	 28.916	28.904	  1.78	11.35																											11.6432	7.5595	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		 398.0	 3	34.8309	1.619	 70.43	 0.00	 34.367	34.364	  2.12	15.94																											9.1983	7.4912	25.0000		
