//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR31/data-final/CHIMIE/PIRATAFR31_CHIMIE_odv.txt
//Data treated : 2024-04-09T11:57:42
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR31/data-final/CHIMIE/PIRATAFR31_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		  82.0	 8	35.6532	3.141	136.77	 0.05	 15.571	15.525	  1.07	 5.47																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		 101.0	 7	35.5806	3.312	144.18	 0.03	 15.384	15.354	  1.06	 5.59																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		 101.0	 6	35.5809	3.311	144.13	 0.03	 15.304	15.277	  1.07	 5.63																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		 300.0	 5	34.9199	2.050	 89.20	 0.00	 31.337	31.337	  1.95	13.89																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		 500.0	 4	34.6165	2.979	129.61	-0.00	 33.042	33.044	  2.14	19.77																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		 801.0	 3	34.5225	3.385	147.24	-0.00	 35.154	35.156	  2.35	29.88																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		1500.0	 2	34.9476	5.024	218.42	-0.00	 23.195	23.200	  1.52	19.50																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		2001.0	 1	34.9628	5.668	246.42	-0.00	 20.439	20.441	  1.33	21.48																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499																																										
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		   3.0	12	35.1312	4.503	196.69	-0.00	  0.067	0.071	  0.01	 0.69	0.0067	0.0088	0.0078	0.0050	0.0064			0.0020	0.0166	0.0067			0.1683		0.0107	0.0035	0.0142	0.0180			0.0684	0.0669	0.1353								
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		  20.0	11	35.2244	4.592	200.52	 0.00	  0.067	0.063	  0.03	 0.73	0.0158	0.0163	0.0120	0.0088	0.0214		0.0029	0.0076	0.0301	0.0104			0.1796			0.0118	0.0118	0.0252			0.0854	0.1519	0.2373								
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		  40.0	10	35.9321	3.435	149.65	 0.29	  8.556	8.271	  0.62	 3.46	0.1242	0.0904	0.0079	0.0888	0.2015		0.0267	0.0055	0.1095	0.0167			0.0502		0.1900	0.1742	0.3642	0.0429			0.1085	0.5823	0.6908	0.0218							
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		  62.0	 9	35.8293	3.552	154.65	 0.15	 11.534	11.385	  0.83	 4.28	0.0461	0.0276	0.0032	0.0421	0.0476		0.0043	0.0013	0.0510	0.0053			0.0208		0.2699	0.0197	0.2896	0.0283			0.0699	0.1580	0.2279	0.0117							
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		  81.0	 8	35.7480	3.681	160.28	 0.08	 11.598	11.523	  0.87	 4.41																															
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		  80.0	 7	35.7493	3.689	160.62	 0.07	 11.571	11.498	  0.85	 4.33	0.0313	0.0174	0.0022	0.0320	0.0216		0.0027			0.0037			0.0102		0.1561	0.0108	0.1669	0.0158			0.0381	0.0975	0.1356	0.0091							
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		 100.0	 6	35.6467	3.424	149.07	 0.04	 14.008	13.971	  0.99	 5.13	0.0245	0.0133		0.0262	0.0147		0.0023		0.0326	0.0025			0.0065		0.0882	0.0209	0.1091	0.0115			0.0249	0.0729	0.0978	0.0036							
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		 300.0	 5	35.0613	1.785	 77.69	 0.00	 30.250	30.245	  1.88	12.25																															
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		 501.0	 4	34.6735	2.744	119.37	 0.00	 33.019	33.017	  2.09	18.20																															
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		 800.0	 3	34.5234	3.405	148.07	 0.00	 35.331	35.326	  2.35	30.10																															
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		1500.0	 2	34.9481	5.037	218.98	-0.00	 23.042	23.043	  1.49	19.37																															
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006		2001.0	 1	34.9621	5.676	246.70	 0.00	 20.247	20.247	  1.33	21.11																															
PIRATA-FR31	st08c01	B	2021-03-09T19:25:36z	  -9.872	 +0.006																																										
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		   4.0	15																																							
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		   4.0	14																																							
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		   4.0	13	35.2801	4.577	199.79	-0.00	  0.060	0.063	  0.02	 0.67																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		  20.0	12	35.7496	4.627	201.86	 0.02	  0.308	0.292	  0.12	 0.60																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		  40.0	11	36.0596	3.552	154.71	 0.33	  8.691	8.361	  0.66	 3.21																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		  62.0	10																																							
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		  62.0	 9	36.0953	3.855	167.88	 0.18	  7.588	7.405	  0.63	 3.01																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		  61.0	 8	36.1183	3.856	167.93	 0.19	  7.426	7.237	  0.63	 2.88																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		  81.0	 7	35.8565	3.700	161.09	 0.15	 10.621	10.474	  0.80	 3.83																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		 100.0	 6	35.6705	3.510	152.82	 0.05	 13.516	13.461	  0.95	 4.88																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		 302.0	 5	35.0645	1.779	 77.44	 0.00	 30.421	30.416	  1.84	12.11																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		 501.0	 4	34.5976	3.054	132.87	-0.00	 33.404	33.405	  2.13	20.20																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		 800.0	 3	34.5178	3.451	150.09	-0.00	 35.315	35.317	  2.33	30.53																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		1503.0	 2	34.9503	5.066	220.26	 0.00	 23.198	23.198	  1.50	19.40																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504		2001.0	 1	34.9603	5.698	247.69	-0.00	 20.360	20.361	  1.32	22.35																															
PIRATA-FR31	st09c01	B	2021-03-10T01:28:09z	 -10.000	 -0.504																																										
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		   3.0	12	35.5761	4.620	201.67	 0.01	  0.058	0.043	  0.05	 0.33	0.0128	0.0195	0.0095	0.0109	0.0190		0.0032	0.0051	0.0322	0.0111			0.1493		0.0256	0.0139	0.0395		0.0258		0.0865	0.1676	0.2541	0.0031							
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		  20.0	11	35.6351	4.644	202.67	 0.02	  0.101	0.077	  0.07	 0.40	0.0272	0.0328	0.0086	0.0241	0.0371		0.0053	0.0056	0.0680	0.0129	0.0021		0.1504		0.0230	0.0273	0.0503		0.0319		0.0975	0.2766	0.3741	0.0045							
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		  41.0	10	36.2099	4.166	181.58	 0.29	  2.555	2.269	  0.37	 1.35	0.0988	0.0789	0.0142	0.0852	0.1085		0.0152	0.0063	0.1745	0.0156	0.0050		0.0987		0.1696	0.1534	0.3230	0.0520			0.1718	0.5262	0.6980	0.0164							
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		  60.0	 9	35.7653	2.798	121.84	 0.31	 16.132	15.824	  1.18	 4.99	0.0496	0.0322	0.0052	0.0480	0.0373	0.0047	0.0100	0.0021	0.0731	0.0058	0.0024		0.0284		0.1793	0.0656	0.2449	0.0262			0.0659	0.1975	0.2634	0.0067							
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		  60.0	 8	35.7592	2.787	121.35	 0.30	 16.300	15.998	  1.19	 5.03																															
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		  80.0	 7	35.6039	2.702	117.60	 0.09	 18.678	18.589	  1.33	 6.35	0.0283	0.0170	0.0041	0.0312	0.0144		0.0031	0.0012	0.0399	0.0031	0.0015		0.0115		0.0701	0.0304	0.1005	0.0183			0.0410	0.0920	0.1330								
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		 100.0	 6	35.4954	2.545	110.75	 0.04	 20.667	20.631	  1.44	 7.14	0.0032	0.0039	0.0018	0.0054	0.0040				0.0057	0.0009			0.0020		0.0099		0.0099	0.0020				0.0132	0.0132								
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		 300.0	 5	35.0295	1.753	 76.28	 0.02	 31.056	31.033	  2.03	12.80																															
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		 500.0	 4	34.6382	2.935	127.66	 0.02	 32.994	32.974	  2.23	19.10																															
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		 800.0	 3	34.5164	3.351	145.73	 0.02	 35.485	35.465	  2.52	29.72																															
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		1500.0	 2	34.9531	5.120	222.56	 0.02	 22.782	22.767	  1.58	19.10																															
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999		2000.0	 1	34.9594	5.707	248.07	 0.02	 20.267	20.249	  1.41	22.25																															
PIRATA-FR31	st10c01	B	2021-03-10T06:01:06z	 -10.000	 -0.999																																										
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		   3.0	15																																							
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		   3.0	14																																							
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		   3.0	13	35.7432	4.629	202.03	 0.01	  0.044	0.031	  0.07	 0.67																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		  19.0	12	35.7402	4.645	202.75	 0.01	  0.043	0.030	  0.09	 0.59																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		  41.0	11																																							
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		  40.0	10	35.9280	4.574	199.51	 0.05	  0.471	0.421	  0.18	 0.78																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		  40.0	 9	35.9240	4.570	199.37	 0.04	  0.452	0.407	  0.16	 0.79																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		  61.0	 8	35.7254	3.044	132.55	 0.38	 14.362	13.981	  1.09	 4.67																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		  80.0	 7	35.6499	2.776	120.86	 0.29	 17.205	16.913	  1.26	 5.57																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		 101.0	 6	35.5767	2.722	118.51	 0.17	 18.610	18.435	  1.34	 6.23																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		 401.0	 5	34.8517	2.240	 97.49	 0.02	 31.650	31.632	  2.13	14.92																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		 599.0	 4	34.5439	3.045	132.50	 0.02	 34.963	34.945	  2.50	24.21																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		 800.0	 3	34.5132	3.304	143.74	 0.01	 35.516	35.501	  2.57	29.14																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		1500.0	 2	34.9492	5.253	228.39	 0.02	 22.104	22.087	  1.57	18.73																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499		2002.0	 1	34.9610	5.692	247.44	 0.02	 20.458	20.440	  1.47	22.01																															
PIRATA-FR31	st11c01	B	2021-03-10T10:35:41z	  -9.999	 -1.499																																										
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		   3.0	12	35.8094	4.574	199.70	 0.01	  0.034	0.024	  0.09	 0.86	0.0038	0.0108	0.0046	0.0066	0.0082			0.0021	0.0243	0.0093		0.0044	0.1460						0.0144		0.0492	0.0880	0.1372								
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		  20.0	11	35.8080	4.612	201.31	 0.01	  0.044	0.034	  0.11	 0.73	0.0059	0.0139	0.0047	0.0100	0.0103			0.0015	0.0329	0.0068		0.0033	0.1309		0.0165	0.0093	0.0258	0.0193			0.0689	0.1046	0.1735								
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		  20.0	10	35.8060	4.616	201.49	 0.01	  0.043	0.029	  0.10	 0.75																															
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		  40.0	 9	35.8983	4.333	188.97	 0.11	  2.361	2.248	  0.35	 1.45	0.0486	0.0611	0.0088	0.0722	0.0482	0.0097		0.0056	0.1664	0.0127		0.0044	0.0595		0.0206	0.0907	0.1113	0.0238			0.0729	0.3793	0.4522	0.0079							
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		  60.0	 8	35.7596	3.387	147.56	 0.30	 11.556	11.260	  0.95	 3.90	0.0752	0.0559	0.0090	0.0788	0.0447	0.0121	0.0136	0.0058	0.1655	0.0110	0.0020	0.0034	0.0471		0.0811	0.1239	0.2050	0.0237			0.0608	0.3865	0.4473	0.0089							
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		  80.0	 7	35.6121	2.642	115.00	 0.13	 18.722	18.591	  1.35	 6.08	0.0560	0.0363	0.0047	0.0721	0.0273	0.0033	0.0090	0.0031	0.0858	0.0068	0.0021	0.0021	0.0500		0.2291	0.0770	0.3061	0.0333			0.0876	0.2136	0.3012	0.0084							
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		 100.0	 6	35.5444	2.688	117.04	 0.05	 19.138	19.083	  1.38	 6.72	0.0311	0.0171	0.0034	0.0331	0.0146	0.0017	0.0030	0.0025	0.0484	0.0035	0.0013		0.0161		0.1374	0.0216	0.1590	0.0150			0.0353	0.0983	0.1336	0.0060							
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		 300.0	 5	35.0673	1.916	 83.39	 0.02	 29.090	29.070	  1.98	11.74																															
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		 500.0	 4	34.5549	3.143	136.72	 0.02	 33.635	33.617	  2.38	21.97																															
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		 800.0	 3	34.4969	3.420	148.73	 0.02	 34.983	34.966	  2.52	29.18																															
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		1500.0	 2	34.9644	5.287	229.85	 0.02	 21.765	21.749	  1.56	18.51																															
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999		2000.0	 1	34.9587	5.662	246.12	 0.01	 20.503	20.492	  1.45	22.48																															
PIRATA-FR31	st12c01	B	2021-03-10T15:30:27z	 -10.004	 -1.999																																										
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		   4.0	15																																							
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		   4.0	14																																							
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		   4.0	13	35.8340	4.576	199.74																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		  21.0	12	35.8285	4.833	210.95																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		  21.0	11	35.8263	4.597	200.66																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		  40.0	10																																							
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		  40.0	 9	35.8385	4.437	193.46																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		  60.0	 8	35.6564	2.796	121.73																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		  80.0	 7	35.5815	2.769	120.55																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		 100.0	 6	35.5344	2.572	111.96																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		 400.0	 5	34.7653	1.738	 75.64																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		 601.0	 4	34.5207	3.171	137.98																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		 801.0	 3	34.4874	3.480	151.38																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		1500.0	 2	34.9695	5.360	233.08																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500		1999.0	 1	34.9552	5.655	245.87																																				
PIRATA-FR31	st13c01	B	2021-03-10T20:06:09z	  -9.999	 -2.500																																										
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		   4.0	12	35.8023	4.589	200.29	 0.01	  0.027	0.018	  0.12	 0.89																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		  20.0	11	35.8005	4.600	200.76	 0.01	  0.040	0.030	  0.11	 0.90																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		  40.0	10	35.8280	4.149	180.79	 0.10	  5.371	5.269	  0.58	 2.69																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		  60.0	 9	35.6842	2.595	112.96	 0.27	 18.027	17.761	  1.28	 5.56																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		  80.0	 8	35.6031	2.696	117.35	 0.05	 18.517	18.466	  1.30	 6.39																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		 100.0	 7	35.5855	2.565	111.63	 0.04	 19.425	19.382	  1.35	 6.68																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		 300.0	 6	35.1414	1.901	 82.73	 0.02	 27.698	27.682	  1.84	10.69																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		 501.0	 5	34.5971	2.826	122.95	 0.01	 34.023	34.010	  2.32	20.80																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		 800.0	 4	34.5017	3.404	148.05	 0.01	 35.414	35.405	  2.47	31.47																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		1499.0	 3	34.9744	5.445	236.70	 0.01	 20.873	20.863	  1.44	17.25																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		2002.0	 2	34.9563	5.657	245.88	 0.01	 20.592	20.584	  1.43	23.04																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001		2002.0	 1	34.9562	5.657	245.91	 0.01	 20.573	20.562	  1.44	22.94																															
PIRATA-FR31	st14c01	B	2021-03-11T00:31:40z	  -9.999	 -3.001																																										
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		   3.0	15																																							
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		   3.0	14																																							
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		   3.0	13	35.8480	4.544	198.36	 0.01	  0.020	0.010	  0.10	 1.14																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		   3.0	12	35.8488	4.541	198.19	 0.01	  0.028	0.018	  0.11	 1.05																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		  20.0	11	35.8488	4.544	198.33	 0.01	  0.033	0.020	  0.11	 1.07																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		  40.0	10																																							
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		  40.0	 9	35.8884	4.433	193.28	 0.07	  1.730	1.664	  0.31	 1.76																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		  60.0	 8	35.6690	2.820	122.80	 0.26	 16.765	16.507	  1.20	 5.23																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		  80.0	 7	35.6004	2.666	116.07	 0.20	 18.785	18.585	  1.31	 6.02																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		 100.0	 6	35.5847	2.756	119.96	 0.11	 18.481	18.370	  1.29	 6.18																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		 399.0	 5	34.8225	1.366	 59.44	 0.02	 36.542	36.521	  2.35	16.69																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		 600.0	 4	34.8221	2.947	128.16	 0.01	 35.360	35.345	  2.41	23.23																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		 800.0	 3	34.4982	3.344	145.42	 0.02	 36.080	36.065	  2.52	30.98																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		1500.0	 2	34.9371	5.055	219.74	 0.01	 23.533	23.521	  1.61	21.16																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499		2000.0	 1	34.9510	5.626	244.53	 0.01	 20.907	20.896	  1.44	24.51																															
PIRATA-FR31	st15c01	B	2021-03-11T05:03:48z	 -10.001	 -3.499																																										
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		   3.0	12	35.8723	4.566	199.29	 0.01	  0.027	0.017	  0.10	 0.97	0.0060	0.0056	0.0020	0.0028	0.0030				0.0119	0.0080	0.0007	0.0037	0.1006		0.0110	0.0056	0.0166	0.0117			0.0531	0.0496	0.1027								
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		  20.0	11	35.8780	4.566	199.32	 0.01	  0.033	0.020	  0.11	 0.98	0.0074	0.0092	0.0040	0.0049	0.0065				0.0221	0.0110	0.0009	0.0025	0.1112		0.0132	0.0064	0.0196	0.0134			0.0631	0.0685	0.1316	0.0019							
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		  40.0	10	35.9544	4.693	204.75	 0.01	  0.041	0.029	  0.15	 1.06	0.0148	0.0210	0.0078	0.0116	0.0084			0.0026	0.0507	0.0132	0.0009	0.0030	0.1628		0.0277	0.0101	0.0378	0.0232			0.1257	0.1233	0.2490	0.0028							
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		  61.0	 9	35.7097	3.031	131.99	 0.28	 14.903	14.626	  1.11	 4.85	0.0609	0.0536	0.0083	0.0816	0.0239	0.0080	0.0076	0.0059	0.1440	0.0107	0.0016	0.0018	0.0827		0.1587	0.1224	0.2811	0.0328			0.1197	0.3053	0.4250	0.0057							
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		  81.0	 8	35.5549	2.648	115.26	 0.11	 19.590	19.477	  1.37	 6.49	0.0399	0.0251	0.0043	0.0471	0.0161	0.0019	0.0036	0.0025	0.0640	0.0048	0.0012		0.0261		0.2816	0.0268	0.3084	0.0268			0.0699	0.1321	0.2020	0.0033							
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		 101.0	 7	35.5211	2.626	114.30	 0.04	 20.006	19.966	  1.38	 6.78	0.0225	0.0129	0.0026	0.0248	0.0095	0.0015	0.0022	0.0022	0.0401	0.0028	0.0009		0.0074		0.1240	0.0094	0.1334	0.0114			0.0268	0.0697	0.0965	0.0022							
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		 400.0	 6	34.8819	1.341	 58.32	 0.02	 35.655	35.639	  2.29	15.44																															
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		 601.0	 5	34.5249	3.143	136.71	 0.01	 34.783	34.771	  2.37	23.68																															
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		 800.0	 4	34.4947	3.452	150.11	 0.02	 35.579	35.562	  2.46	30.75																															
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		1500.0	 3	34.9432	5.138	223.33	 0.01	 22.943	22.931	  1.58	20.40																															
