//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR27/data-processing/CHIMIE/PIRATAFR27_CHIMIE_odv.txt
//Data treated : 2024-02-19T13:22:35
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR27/data-processing/CHIMIE/PIRATAFR27_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		  80.5	 6	36.3870	4.810	209.61																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		 100.8	 5	35.9260	2.904	126.46																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		 503.4	 4	34.6420	1.872	 81.46																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		1008.5	 3	34.5850	3.566	155.06																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		1008.6	 2	34.5870	3.574	155.42																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		2021.5	 1	34.9480	5.466	237.60																																				
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		   2.4	11	36.2680	4.535	197.91	 0.01	  0.120	0.100	  0.06	 0.64				0.0072	0.0068				0.0093	0.0064		0.0022	0.0839					0.0095			0.0385	0.0407									
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		  10.1	10	36.2630	4.534	197.88																																				
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		  20.2	 9	36.2670	4.541	198.14	 0.01	  0.000	0.000	  0.05	 0.63	0.0019	0.0040		0.0077	0.0074				0.0121	0.0060			0.0955					0.0123			0.0433	0.0484									
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		  40.1	 8	36.2750	4.567	199.28	 0.01	  0.000	0.000	  0.15	 0.56	0.0043	0.0055		0.0105	0.0087				0.0216	0.0062			0.0887					0.0133			0.0439	0.0687									
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		  60.7	 7	36.2140	4.806	209.63	 0.00	  0.000	0.000	  0.05	 0.79	0.0101	0.0164	0.0033	0.0200	0.0127				0.0507	0.0067			0.1153		0.0132	0.0159		0.0265			0.1179	0.1331									
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		  80.9	 6	36.2530	4.355	189.78	 0.10	  2.180	2.080	  0.27	 1.58	0.0549	0.0594	0.0049	0.0815	0.0189	0.0130	0.0036		0.1417	0.0066			0.0734		0.0826	0.1500		0.0493			0.1496	0.3242									
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		 101.1	 5	35.8850	2.874	125.14	 0.30	 14.300	14.000	  0.99	 3.55	0.0282	0.0224		0.0565	0.0163	0.0029	0.0011		0.0385	0.0037			0.0169		0.0696	0.0503		0.0244			0.0496	0.1321									
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		 503.7	 4	34.6910	1.624	 70.64																																				
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		 504.4	 3	34.6900	1.641	 71.39																																				
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		1008.5	 2	34.5850	3.568	155.16																																				
PIRATA Fr27	st014c01	B	2017-03-10T13:51:00z	 -10.000	 -6.000		2022.2	 1	34.9470	5.520	239.94																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		   2.8	11	36.0500	4.550	198.58																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		  12.0	10	36.0480	4.556	198.85																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		  22.0	 9	36.0430	4.571	199.49																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		  41.9	 8	36.2040	4.697	204.94																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		  62.2	 7	36.0120	4.835	210.73																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		  82.7	 6	35.8410	2.779	121.00																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		 102.3	 5	35.5410	2.301	100.16																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		 103.4	 4	35.5410	2.299	100.05																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		 503.5	 3	34.6930	1.994	 86.75																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		1007.0	 2	34.5900	3.602	156.60																																				
PIRATA Fr27	st015c01	B	2017-03-10T22:30:00z	 -10.000	 -5.500		2021.3	 1	34.9560	5.577	242.39																																				
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		   2.0	11	35.7610	4.560	199.07	 0.01	  0.060	0.050	  0.00	 0.44																															
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		  10.0	10	35.7500	4.562	199.16																																				
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		  20.0	 9	35.7600	4.558	198.98	 0.00	  0.080	0.080	  0.00	 0.50																															
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		  40.0	 8	36.1960	4.799	209.34	 0.00	  0.080	0.080	  0.02	 0.72																															
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		  60.0	 7	35.7650	3.178	138.39	 0.37	 11.800	11.500	  0.89	 3.83																															
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		  80.0	 6	35.6570	2.255	 98.15																																				
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		  80.0	 5	35.6570	2.282	 99.35	 0.25	 18.700	18.400	  1.28	 5.34																															
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		 102.0	 4	35.5340	2.163	 94.17	 0.02	 20.500	20.400	  1.43	 6.72																															
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		 504.0	 3	34.6740	2.131	 92.71																																				
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		1008.0	 2	34.5990	3.598	156.44																																				
PIRATA Fr27	st016c01	B	2017-03-11T03:06:00z	 -10.000	 -5.000		2022.0	 1	34.9560	5.597	243.28																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		   2.6	11	35.6940	4.557	198.96																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		  10.6	10	35.6930	4.561	199.13																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		  21.0	 9	35.6930	4.562	199.19																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		  40.0	 8	35.9970	4.878	212.66																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		  61.0	 7	35.6740	2.571	111.96																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		  61.0	 6	35.6750	2.576	112.16																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		  81.0	 5	35.6170	2.518	109.61																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		 100.0	 4	35.5720	2.350	102.31																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		 504.0	 3	34.7320	1.939	 84.36																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		1008.0	 2	34.5680	3.496	152.07																																				
PIRATA Fr27	st017c01	B	2017-03-11T07:44:00z	 -10.000	 -4.500		2021.0	 1	34.9520	5.575	242.36																																				
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		   3.1	11	35.7560	4.571	199.57	 0.01	  0.000	0.000	  0.04	 0.95	0.0059	0.0100		0.0096	0.0117				0.0183	0.0128		0.0031	0.1354						0.0399		0.0816	0.2099									
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		  11.8	10	35.7560	4.563	199.21																																				
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		  21.7	 9	35.7560	4.576	199.75	 0.01	  0.130	0.120	  0.10	 0.91	0.0079	0.0153	0.0068	0.0121	0.0132				0.0271	0.0108			0.1312		0.0105	0.0164			0.0407		0.0989	0.1996									
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		  41.2	 8	35.9660	4.316	188.06																																				
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		  41.4	 7	35.9700	4.308	187.72	 0.09	  2.410	2.330	  0.42	 2.54	0.0725	0.0999	0.0211	0.0975	0.0420	0.0092	0.0039	0.0059	0.1895	0.0120			0.1555		0.0461	0.1271		0.0629			0.1604	0.5953									
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		  61.5	 6	35.7030	2.734	119.05	 0.60	 15.400	14.800	  1.19	 4.91	0.0573	0.0558	0.0066	0.0802	0.0321	0.0108	0.0101	0.0055	0.1003	0.0057			0.0633		0.1214	0.1330		0.0517			0.1348	0.3162									
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		  81.0	 5	35.6430	2.259	 98.34	 0.13	 18.700	18.600	  1.39	 6.67	0.0382	0.0281		0.0436	0.0272	0.0032	0.0049		0.0527	0.0041	0.0022		0.0215		0.1152	0.0697		0.0343			0.0699	0.1692									
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		 102.2	 4	35.5920	2.194	 95.47	 0.06	 19.500	19.400	  1.42	 6.55	0.0239	0.0163	0.0030	0.0298	0.0157	0.0014	0.0011		0.0365	0.0031	0.0021		0.0086		0.0700	0.0290		0.0182			0.0333	0.0954									
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		 503.8	 3	34.7040	1.908	 82.98																																				
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		1008.3	 2	34.5920	3.542	154.01																																				
PIRATA Fr27	st018c01	B	2017-03-11T12:05:00z	 -10.000	 -4.000		2021.8	 1	34.9560	5.660	246.02																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		   2.2	11	35.8620	4.534	197.96																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		  10.1	10	35.8580	4.551	198.68																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		  20.4	 9	35.8600	4.553	198.75																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		  20.4	 8	35.8570	4.554	198.77																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		  40.6	 7	35.8340	3.507	152.80																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		  60.4	 6	35.6340	2.362	102.87																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		  79.8	 5	35.6110	2.143	 93.29																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		 101.0	 4	35.5860	2.145	 93.37																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		 503.6	 3	34.6680	2.354	102.41																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		1007.5	 2	34.6110	3.548	154.29																																				
PIRATA Fr27	st019c01	B	2017-03-11T16:29:00z	 -10.000	 -3.500		2021.6	 1	34.9550	5.620	244.37																																				
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		   2.2	11	35.9380	4.533	197.88	 0.00	  0.050	0.050	  0.07	 0.93																															
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		  11.0	10	35.9170	4.534	197.91																																				
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		  10.6	 9	35.9400	4.527	197.61																																				
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		  21.0	 8	35.9360	4.544	198.31	 0.00	  0.090	0.090	  0.08	 0.96																															
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		  40.9	 7	35.7590	3.107	135.30	 0.40	 12.000	11.600	  0.97	 4.40																															
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		  60.6	 6	35.7100	2.789	121.42	 0.27	 15.400	15.100	  1.13	 5.33																															
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		  79.9	 5	35.6780	2.916	126.93	 0.08	 15.300	15.200	  1.18	 6.34																															
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		 101.6	 4	35.6470	2.891	125.82	 0.05	 15.900	15.800	  1.27	 5.73																															
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		 493.3	 3	34.6010	2.835	123.33																																				
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		1008.6	 2	34.5740	3.476	151.15																																				
PIRATA Fr27	st020c01	B	2017-03-11T20:59:00z	 -10.000	 -3.000		2020.0	 1	34.9560	5.583	242.65																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		   2.0	11	35.8000	4.508	196.78																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		   2.0	10	35.8000	4.507	196.74																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		  10.0	 9	35.8010	4.505	196.67																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		  20.0	 8	35.9480	4.541	198.18																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		  40.0	 7	35.7740	3.456	150.53																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		  60.0	 6	35.7200	2.785	121.24																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		  80.0	 5	35.6690	2.824	122.95																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		 101.0	 4	35.5730	2.817	122.62																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		 503.0	 3	34.5820	2.694	117.17																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		1008.0	 2	34.6030	3.583	155.80																																				
PIRATA Fr27	st021c01	B	2017-03-12T01:28:00z	 -10.000	 -2.500		2021.0	 1	34.9570	5.622	244.35																																				
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		   2.2	11	35.6040	4.493	196.15	 0.00	  0.050	0.050	  0.12	 0.84	0.0021	0.0103	0.0050	0.0067	0.0099				0.0139	0.0052			0.0677		0.0110	0.0076			0.0205		0.0595	0.1003									
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		  10.3	10	35.6010	4.496	196.29																																				
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		  20.7	 9	35.6390	4.496	196.28	 0.00	  0.000	0.000	  0.14	 0.83	0.0020	0.0107	0.0062	0.0071	0.0094				0.0159	0.0056			0.0734		0.0105	0.0092			0.0213		0.0654	0.1259									
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		  40.7	 8	35.9020	4.777	208.30	 0.00	  0.030	0.030	  0.16	 1.58	0.0274	0.0454	0.0088	0.0338	0.0254				0.1092	0.0151			0.1760		0.0315	0.0383		0.0528			0.1870	0.3629									
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		  60.4	 7	35.7780	3.223	140.38	 0.46	 10.700	10.300	  0.90	 4.41	0.1142	0.0971	0.0205	0.1283	0.0447	0.0180	0.0188	0.0093	0.2398	0.0210			0.0634		0.0687	0.2409		0.0486			0.1427	0.6700									
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		  81.8	 6	35.6310	2.364	102.93	 0.11	 18.200	18.100	  1.35	 7.11	0.0487	0.0330	0.0031	0.0631	0.0270	0.0021	0.0070		0.0773	0.0062			0.0192		0.0955	0.0557		0.0274			0.0693	0.2035									
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		 102.0	 5	35.5450	2.510	109.28	 0.05	 18.400	18.300	  1.39	 7.68	0.0211	0.0152		0.0332	0.0148				0.0403	0.0026			0.0067		0.0516	0.0182		0.0138			0.0346	0.0969									
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		 504.0	 4	34.5980	3.231	140.58																																				
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		1009.0	 3	34.6050	3.555	154.60																																				
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		2021.0	 2	34.9580	5.631	244.81																																				
PIRATA Fr27	st022c01	B	2017-03-12T05:53:00z	 -10.000	 -2.000		2021.0	 1	34.9580	5.635	244.96																																				
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		   3.2	11	35.5030	4.470	195.21	 0.00	  0.060	0.060	  0.10	 0.84																															
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		  12.1	10	35.5040	4.476	195.44																																				
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		  21.9	 9	35.6190	4.490	196.02	 0.00	  0.060	0.060	  0.04	 0.83																															
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		  41.3	 8	36.1110	4.549	198.46	 0.00	  0.090	0.090	  0.09	 1.33																															
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		  61.3	 7	35.7960	2.890	125.87	 0.38	 13.000	12.600	  1.06	 5.32																															
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		  80.7	 6	35.6550	2.497	108.72	 0.12	 17.100	17.000	  1.36	 6.92																															
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		 100.1	 5	35.5620	2.803	121.99	 0.03	 16.700	16.700	  1.26	 7.38																															
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		 504.2	 4	34.6200	2.907	126.46																																				
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		1009.0	 3	34.6180	3.548	154.31																																				
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		1008.7	 2	34.6190	3.550	154.38																																				
PIRATA Fr27	st023c01	B	2017-03-12T10:33:00z	 -10.000	 -1.500		2022.9	 1	34.9500	5.608	243.76																																				
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		   2.3	11	35.4170	4.484	195.85	 0.00	  0.100	0.090	  0.04	 0.98	0.0027	0.0067		0.0043	0.0068			0.0017	0.0145	0.0065		0.0008	0.0922					0.0158			0.0511	0.0742									
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		  10.3	10	35.4160	4.488	196.02																																				
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		  20.6	 9	35.5350	4.509	196.87	 0.01	  0.160	0.150	  0.04	 1.03	0.0036	0.0098	0.0048	0.0035	0.0077				0.0197	0.0053			0.0931		0.0042	0.0069		0.0178			0.0579	0.0979									
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		  41.2	 8	36.1440	4.503	196.45	 0.01	  0.100	0.090	  0.10	 1.09	0.0145	0.0171	0.0069	0.0161	0.0101				0.0549	0.0044			0.0779		0.0117	0.0170		0.0245			0.0967	0.1559									
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		  61.5	 7	36.2510	3.971	173.02	 0.12	  1.930	1.810	  0.40	 1.97	0.0701	0.0651	0.0100	0.0709	0.0263	0.0084	0.0070	0.0033	0.1961	0.0088			0.0388		0.0373	0.0837		0.0301			0.0741	0.4126									
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		  80.6	 6	36.0660	3.520	153.28	 0.31	  8.720	8.400	  0.82	 3.44	0.0561	0.0516	0.0065	0.0811	0.0222	0.0059	0.0077		0.1036	0.0080			0.0388		0.0707	0.0883		0.0379			0.0843	0.3237		0.0077							
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		 101.0	 5	35.7060	2.962	128.96	 0.09	 14.900	14.800	  1.21	 5.32	0.0342	0.0263		0.0538	0.0151	0.0015	0.0024		0.0550	0.0044	0.0011		0.0102		0.0593	0.0342		0.0199			0.0410	0.1451									
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		 503.0	 4	34.6420	2.715	118.12																																				
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		 503.0	 3	34.6420	2.719	118.32																																				
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		1008.0	 2	34.6660	3.654	158.92																																				
PIRATA Fr27	st024c01	B	2017-03-12T16:36:00z	 -10.000	 -1.000		2021.0	 1	34.9520	5.619	244.26																																				
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		   3.5	11	35.3360	4.476	195.45	 0.02	  0.310	0.290	  0.02	 0.80																															
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		  11.7	10	35.3390	4.476	195.47																																				
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		  22.2	 9	35.5760	4.653	203.12	 0.01	  0.040	0.030	  0.04	 1.10																															
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		  45.7	 8	36.1900	4.525	197.33	 0.01	  0.020	0.010	  0.08	 1.39																															
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		  59.3	 7	36.4830	4.310	187.80	 0.23	  1.540	1.310	  0.29	 2.14																															
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		  79.5	 6	36.2580	4.030	175.47	 0.32	  5.460	5.140	  0.52	 2.82																															
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		  99.4	 5	35.8770	3.788	164.92	 0.10	  9.770	9.670	  0.80	 4.26																															
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		 102.0	 4	35.8700	3.790	165.00																																				
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		 504.1	 3	34.6080	2.877	125.13																																				
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		1007.6	 2	34.6350	3.605	156.74																																				
PIRATA Fr27	st025c01	B	2017-03-12T22:00:00z	 -10.000	 -0.500		2021.0	 1	34.9560	5.669	246.42																																				
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		   2.0	11	34.9980	4.439	193.93	 0.01	  0.000	0.000	  0.03	 0.65	0.0042	0.0097	0.0102	0.0056	0.0060			0.0013	0.0201	0.0069			0.0715		0.0048	0.0070		0.0190			0.0568	0.1014									
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		  10.6	10	34.9990	4.446	194.25																																				
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		  20.5	 9	34.9950	4.439	193.92	 0.01	  0.000	0.000	  0.02	 0.67	0.0042	0.0078	0.0061	0.0049	0.0058			0.0010	0.0166	0.0056			0.0676		0.0034	0.0065		0.0190			0.0519	0.0963									
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		  40.4	 8	36.1020	4.149	180.91	 0.05	  0.310	0.270	  0.14	 1.57	0.0788	0.0705	0.0170	0.0897	0.0505	0.0084	0.0133	0.0045	0.1498	0.0166	0.0033		0.0458		0.0175	0.0764		0.0366			0.0718	0.4927									
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		  60.2	 7	36.2510	3.855	167.89	 0.31	  6.330	6.020	  0.54	 2.92	0.0635	0.0484	0.0122	0.0765	0.0350	0.0054	0.0074	0.0020	0.0909	0.0096	0.0036		0.0321		0.0289	0.0558		0.0274			0.0535	0.3109									
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		  80.7	 6	36.0950	3.929	171.07	 0.18	  7.510	7.340	  0.66	 3.27	0.0482	0.0361	0.0060	0.0709	0.0163	0.0017	0.0025	0.0009	0.0806	0.0073	0.0024		0.0163		0.0511	0.0385		0.0248			0.0486	0.2161									
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		  80.3	 5	36.0940	3.930	171.11																																				
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		 102.1	 4	35.7580	3.747	163.11	 0.08	 11.300	11.300	  0.92	 4.63	0.0311	0.0220	0.0025	0.0438	0.0086				0.0517	0.0041			0.0085		0.0431	0.0249		0.0170			0.0337	0.1180									
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		 504.1	 3	34.6010	2.870	124.86																																				
