//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR12/data-final/CHIMIE/PIRATAFR12_CHIMIE_odv.txt
//Data treated : 2023-10-12T14:16:53
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR12/data-final/CHIMIE/PIRATAFR12_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		 799.0	 3	34.4918	3.197	139.00																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		 799.0	 2	34.4925	3.198	139.10																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		1002.0	 1	34.6046	3.695	160.60																																				
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		   0.0	12	36.3431	4.673	203.80	 0.09		0.000	  0.31	 0.50																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		  10.0	11	36.3431	4.670	203.60	 0.00		0.000	  0.32	 0.70																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		  20.0	10	36.3500	4.678	204.00	 0.00		0.000	  0.32	 0.80																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		  39.0	 9	36.4036	4.759	207.50	 0.00		0.000	  0.24	 0.40																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		  60.0	 8	36.7261	5.082	221.40	 0.00		0.000	  0.26	 0.40																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		  80.0	 7	36.5277	4.743	206.50	 0.03		1.400	  0.38	 0.70																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		  99.0	 6	36.0312	3.553	154.70	 0.16		10.400	  0.77	 2.50																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		 299.0	 5	34.8420	2.084	 90.60	 0.00		20.700	  1.18	 7.10																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		 499.0	 4	34.6324	2.251	 97.90	 0.08		24.500	  1.58	10.10																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		 499.0	 3	34.6310	2.263	 98.40	 0.06		24.000	  1.66	10.60																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		 801.0	 2	34.4979	3.076	133.80	 0.00		28.800	  1.73	18.90																															
PIRATA Fr12	st014c01	B	2004-02-09T04:30:00z	  -9.973	 -9.925		1004.0	 1	34.6084	3.743	162.70	 0.00		25.300	  1.86	25.10																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		   1.0	12	35.7889	4.619	201.60	 0.00		0.000	  0.28	 0.70																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		  26.6	11	36.0680	4.546	198.40	 0.42		0.500	  0.25	 0.90																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		  74.0	10	36.4358	4.219	183.80	 0.05		1.700	  0.42	 0.80																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		 149.0	 9	35.4940	3.667	159.60	 0.00		13.700	  0.95	 4.50																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		 300.0	 8	34.9756	1.963	 85.40	 0.00		28.700	  1.57	 9.90																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		 500.0	 7	34.5958	3.140	136.60	 0.00		30.800	  1.70	15.50																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		 806.0	 6	34.5159	3.451	150.00	 0.00		33.300	  2.16	26.40																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		1201.0	 5	34.7657	3.971	172.60	 0.00		25.900	  1.53	22.10																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		1817.0	 4	34.9760	5.675	246.60	 0.00		19.000	  1.21	14.50																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		2500.0	 3	34.9247	5.555	241.40	 0.37		18.700	  1.27	24.30																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		3500.0	 2	34.8978	5.722	248.60	 0.37		19.100	  1.31	27.50																															
PIRATA Fr12	st015c01	B	2004-02-13T03:30:00z	 -23.009	 -0.014		3900.0	 1	34.8877	5.709	248.10	 0.30		20.700	  1.59	34.50																															
