//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR29/data-final/CHIMIE/PIRATAFR29_CHIMIE_odv.txt
//Data treated : 2024-04-15T15:25:16
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR29/data-final/CHIMIE/PIRATAFR29_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr29	st009c01	B	2019-03-11T13:11:20z	  -0.002	 -0.001		1514.0	 3	34.9659	5.239	227.83	 0.00	 21.500	21.500	  1.36	18.60																															
PIRATA Fr29	st009c01	B	2019-03-11T13:11:20z	  -0.002	 -0.001			 2																																							
PIRATA Fr29	st009c01	B	2019-03-11T13:11:20z	  -0.002	 -0.001		2022.3	 1	34.9654	5.642	245.33	 0.01	 20.000	20.000	  1.26	21.30																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		   3.8	19	34.4045	4.486	196.13	 0.01	  0.020	0.010	  0.01	 1.07																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		  10.3	18																																							
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		  19.7	17	34.4346	4.541	198.49	 0.01	  0.010	0.000	  0.01	 1.09																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		  41.3	16																																							
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		  41.2	15	36.2845	4.662	203.29	 0.00	  0.010	0.010	  0.11	 1.33																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		  61.8	14	36.3045	4.178	181.98	 0.33	  4.500	4.170	  0.37	 2.42																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		  80.4	13				 0.43	  8.270	7.840	  0.54	 3.21																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		 102.8	12	35.8162	3.460	150.61	 0.17	 12.600	12.400	  0.78	 4.63																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498			11																																							
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		 303.6	10	34.9425	1.570	 68.31	 0.02	 32.000	32.000	  1.80	14.30																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498			 9																																							
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		 503.6	 8	34.6315	2.856	124.25	 0.01	 32.300	32.300	  1.93	19.50																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		 808.0	 7	34.5113	3.341	145.33	 0.01	 34.900	34.900	  2.16	31.30																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		 808.0	 6	34.5100	3.342	145.37	 0.01	 34.800	34.800	  2.17	31.50																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		1010.3	 5	34.6681	3.671	159.65	 0.01	 32.100	32.000	  2.03	30.70																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		1260.4	 4	34.7808	4.018	174.74																																				
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		1516.0	 3				 0.01	 21.500	21.500	  1.38	18.90																															
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498			 2																																							
PIRATA Fr29	st010c01	B	2019-03-11T18:40:02z	  -0.002	 -0.498		2023.6	 1	34.9629	5.639	245.17	 0.01	 20.200	20.200	  1.30	22.20																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		   3.2	19	34.3659	2.388	104.39	 0.01	  0.020	0.010	  0.03	 1.18	0.0035	0.0056		0.0046	0.0064				0.0183	0.0090			0.1029		0.0033	0.0058	0.0091		0.0177		0.0319	0.0723	0.1042								
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		  10.5	18				 0.01	  0.020	0.010	  0.01	 1.27	0.0032	0.0057		0.0043	0.0055				0.0173	0.0078			0.1117		0.0039	0.0071	0.0110	0.0144			0.0362	0.0647	0.1009								
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		  20.7	17	34.7480	4.595	200.79	 0.01	  0.040	0.030	  0.03	 1.09	0.0046	0.0080	0.0059	0.0057	0.0063				0.0228	0.0082			0.0974		0.0039	0.0095	0.0134	0.0133			0.0407	0.0773	0.1180								
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		  43.0	16																																							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		  43.6	15	36.2418	4.479	195.27	 0.01	  0.000	0.000	  0.19	 1.70	0.0199	0.0240	0.0247	0.0240	0.0114	0.0041	0.0018	0.0030	0.0668	0.0136			0.1101		0.0074	0.0289	0.0363	0.0254			0.0862	0.2158	0.3020	0.0028							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		  60.4	14	36.1108	3.749	163.29	 0.28	  5.950	5.670	  0.55	 3.09	0.0813	0.0579	0.0216	0.0868	0.0312	0.0159	0.0107	0.0059	0.1603	0.0138	0.0058		0.0914		0.0974	0.1552	0.2527	0.0483			0.1664	0.4361	0.6025	0.0082							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		  81.4	13				 0.23	 13.800	13.500	  0.91	 4.76	0.0530	0.0312	0.0083	0.0615	0.0240	0.0062	0.0063		0.0744	0.0075	0.0039		0.0318		0.0855	0.0760	0.1615	0.0292			0.0746	0.2492	0.3238	0.0057							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		 100.9	12	35.6775	3.211	139.79	 0.05	 15.500	15.400	  1.00	 5.75	0.0223	0.0116	0.0022	0.0285	0.0081				0.0326	0.0033	0.0010		0.0071		0.0466	0.0182	0.0647	0.0143			0.0342	0.0900	0.1242	0.0039							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001			11																																							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		 304.3	10	34.9686	1.675	 72.89	 0.01	 31.500	31.500	  1.81	14.00																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001			 9																																							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		 504.5	 8	34.6660	2.703	117.63	 0.02	 32.400	32.400	  1.94	18.80																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		 504.0	 7	34.6666	2.700	117.45	 0.01	 32.400	32.400	  1.95	18.80																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		 808.4	 6	34.5150	3.329	144.80	 0.01	 34.600	34.600	  2.20	30.40																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		1009.3	 5	34.6467	3.663	159.31	 0.01	 32.500	32.500	  2.04	31.30																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		1261.3	 4	34.8087	4.142	180.12																																				
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		1514.0	 3				 0.01	 21.300	21.300	  1.34	18.60																															
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001			 2																																							
PIRATA Fr29	st011c01	B	2019-03-11T23:59:41z	  -0.003	 -1.001		2022.8	 1	34.9597	5.604	243.63	 0.01	 20.400	20.300	  1.27	23.10																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		   4.2	19	34.4064	4.471	195.42	 0.04	  0.060	0.020	  0.05	 0.91																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		  10.5	18				 0.05	  0.060	0.010	  0.04	 1.01																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		  19.5	17	35.0395	4.660	203.56	 0.04	  0.080	0.040	  0.05	 0.81																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		  41.0	16																																							
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		  40.9	15	35.8306	4.866	212.21	 0.04	  0.090	0.050	  0.17	 1.08																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		  60.8	14	35.8922	2.986	130.04	 0.37	 13.800	13.400	  1.19	 4.21																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		  75.2	13				 0.12	 14.800	14.700	  1.26	 4.84																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		 100.4	12	35.7225	2.752	119.82	 0.09	 17.400	17.300	  1.45	 5.61																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502			11																																							
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		 302.9	10	35.0320	1.617	 70.38	 0.05	 31.300	31.300	  2.38	13.20																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		 302.8	 9	35.0325	1.620	 70.48	 0.05	 31.400	31.400	  2.41	13.20																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502			 8																																							
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		 502.7	 7	34.6167	2.857	124.31	 0.05	 33.400	33.300	  2.69	20.30																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		 807.2	 6	34.5046	3.192	138.87	 0.05	 36.100	36.000	  3.03	31.90																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		1009.0	 5	34.6491	3.655	158.97	 0.05	 32.900	32.900	  2.77	31.70																															
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		1262.0	 4	34.8344	4.248	184.72																																				
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502			 3																																							
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502			 2																																							
PIRATA Fr29	st012c01	B	2019-03-12T05:12:26z	  -0.002	 -1.502		2019.0	 1	34.9584	5.620	244.32	 0.06	 20.700	20.700	  1.78	23.10																															
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		   3.9	19	34.5164			 0.00	  0.000	0.000	  0.02	 0.86	0.0061	0.0073	0.0027	0.0042	0.0078			0.0032	0.0193	0.0148	0.0009		0.1151		0.0044	0.0058	0.0102	0.0157			0.0564	0.0823	0.1387	0.0034							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		  10.5	18									0.0058	0.0072	0.0029	0.0043	0.0065			0.0012	0.0186	0.0135	0.0011	0.0038	0.1154		0.0047	0.0061	0.0108	0.0158			0.0577	0.0768	0.1345	0.0033							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		  20.4	17	34.5397	4.717	206.20	 0.01	  0.000	0.000	  0.00	 0.91	0.0056	0.0077	0.0045	0.0044	0.0066			0.0027	0.0186	0.0105	0.0007	0.0024	0.1050		0.0051	0.0066	0.0118	0.0154			0.0554	0.0775	0.1329	0.0035							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		  40.5	16																																							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		  40.6	15	35.8342	4.822	210.40	 0.01	  0.100	0.090	  0.07	 1.19	0.0271	0.0317	0.0257	0.0270	0.0151	0.0035		0.0033	0.0931	0.0165			0.1318		0.0159	0.0311	0.0470	0.0292			0.1145	0.2766	0.3911								
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		  61.5	14	35.9520	3.155	137.42	 0.21	 12.000	11.800	  0.79	 3.97	0.0755	0.0460	0.0082	0.0924	0.0466	0.0160	0.0138	0.0053	0.1313	0.0095	0.0037		0.0685		0.1335	0.1342	0.2677	0.0466			0.1311	0.3680	0.4991	0.0038							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		  80.4	13									0.0373	0.0202	0.0028	0.0525	0.0232	0.0031	0.0036	0.0022	0.0534	0.0042	0.0015		0.0214		0.1213		0.1213	0.0286			0.0675	0.1449	0.2124	0.0019							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		 101.0	12	35.7653	3.182	138.55	 0.04	 14.300	14.300	  0.95	 5.25	0.0220	0.0121		0.0330	0.0133				0.0376	0.0026			0.0109		0.0877		0.0877	0.0191			0.0518	0.0716	0.1234								
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		 202.6	11	35.4248	2.291	 99.77	 0.02	 21.700	21.700	  1.34	 7.92																															
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		 203.0	10	35.4250	2.281	 99.29	 0.02	 22.000	22.000	  1.35	 7.97																															
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		 301.8	 9	35.0701	1.850	 80.51	 0.01	 28.600	28.600	  1.71	11.80																															
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000			 8																																							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000			 7																																							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		 805.4	 6	34.5099	2.920	127.02	 0.01	 35.800	35.800	  2.25	29.80																															
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		1011.0	 5	34.6257	3.559	154.80	 0.01	 32.400	32.400	  2.07	31.10																															
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		1263.1	 4	34.8314	4.197	182.52																																				
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000			 3																																							
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		1768.3	 2	34.9665	5.467	237.70																																				
PIRATA Fr29	st013c01	B	2019-03-12T10:11:23T	  -0.002	 -2.000		2022.2	 1	34.9584	5.581	242.63	 0.01	 20.300	20.200	  1.28	23.40																															
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		   3.2	19	34.6319	4.442	194.20																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			18																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		  25.0	17	35.2206	4.698	205.27																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			16																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		  43.0	15	35.8581	4.627	201.82																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		  61.0	14	36.9992	3.243	141.15																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			13																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		 102.0	12	35.7770	3.075	133.92																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		 101.0	11	35.7739	3.059	133.21																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			10																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		 305.0	 9	35.0695	1.978	 86.11																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			 8																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			 7																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		 808.0	 6	34.5157	3.030	131.85																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		1900.0	 5	34.5981	3.516	152.97																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		1263.0	 4	34.8181	4.144	180.27																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		1520.0	 3	34.9430	5.018	218.21																																				
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501			 2																																							
PIRATA Fr29	st014c01	B	2019-03-12T15:19:47z	  -0.003	 -2.501		2020.0	 1	34.9564	5.521	240.08																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		   2.8	19	35.8617	4.492	196.20																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			18																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		  19.6	17	34.5669	4.793	209.45																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			16																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		  39.9	15	35.5018	4.653	202.96																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		  59.8	14	35.8950	3.013	131.24																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		  80.7	13	35.6651	2.472	107.66																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		  80.5	12	35.6648	2.465	107.33																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		 100.4	11	35.6916	2.855	124.32																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			10																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		 301.9	 9	35.1163	2.339	101.82																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			 8																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			 7																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		 804.5	 6	34.5149	3.094	134.61																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		1008.1	 5	34.6033	3.536	153.77																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			 4																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		1515.0	 3	34.9466	5.066	220.26																																				
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999			 2																																							
PIRATA Fr29	st015c01	B	2019-03-12T20:15:09z	  -0.002	 -2.999		2023.1	 1	34.9593	5.587	242.87																																				
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		   4.0	12	34.5904	4.481	195.84	 0.00	  0.000	0.010	  0.04	 0.99	0.0068	0.0090	0.0057	0.0068	0.0092				0.0249	0.0072			0.1162		0.0064	0.0071	0.0135	0.0217			0.0756	0.0930	0.1686								
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  13.6	11									0.0066	0.0090	0.0059	0.0066	0.0101				0.0245	0.0070			0.1233		0.0072	0.0073	0.0146	0.0221			0.0829	0.0886	0.1715	0.0011							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  23.0	10	34.7657	4.516	197.36	 0.00	  0.030	0.030	  0.03	 0.92	0.0089	0.0103	0.0061	0.0076	0.0094				0.0312	0.0073			0.1177		0.0080	0.0082	0.0162	0.0225			0.0849	0.0943	0.1792	0.0014							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  42.9	 9									0.0600	0.0633	0.0613	0.0555	0.0398	0.0200	0.0134	0.0119	0.1624	0.0195	0.0068		0.1980		0.0512	0.1570	0.2082	0.0614			0.2086	0.5475	0.7561	0.0068							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  43.0	 8	35.8661	4.814	209.77	 0.02	  1.130	1.110	  0.32	 2.63																															
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  60.0	 7	35.8760	3.458	150.58	 0.21	 11.700	11.500	  0.81	 4.08	0.0538	0.0333	0.0230	0.0598	0.0354	0.0171	0.0137	0.0052	0.1022	0.0076	0.0030		0.0493		0.0616	0.1150	0.1766	0.0282			0.0843	0.2837	0.3680	0.0039							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  61.0	 6	35.8800	3.469	151.05	 0.20	 11.500	11.300	  0.84	 3.97	0.0547	0.0344	0.0224	0.0635	0.0366	0.0205	0.0132	0.0066	0.1041	0.0106	0.0029		0.0514		0.0739	0.1336	0.2074	0.0309			0.0857	0.3051	0.3908	0.0037							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		  82.0	 5	35.7593	2.935	127.79	 0.06	 15.900	15.800	  1.03	 5.44	0.0303	0.0173	0.0102	0.0374	0.0237	0.0045			0.0577	0.0062	0.0027		0.0104		0.0630	0.0129	0.0758	0.0192			0.0408	0.1359	0.1767	0.0020							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		 103.0	 4	35.6417	2.883	125.49	 0.01	 17.000	17.000	  1.11	 6.15	0.0086	0.0048		0.0097	0.0085				0.0186	0.0029			0.0021		0.0155	0.0059	0.0214	0.0047			0.0119	0.0316	0.0435	0.0014							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		 305.0	 3	35.1157	2.199	 95.68	 0.00	 26.400	26.400	  1.59	10.70																															
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000			 2																																							
PIRATA Fr29	st016c01	B	2019-03-13T03:03:42z	  +0.002	 -4.000		 498.0	 1	34.7399	1.340	 58.29	 0.00	 37.600	37.700	  2.23	19.50																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		   3.7	11	35.2289	4.440	193.96	 0.00	  0.010	0.020	  0.06	 0.71																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		  20.6	10	36.2771	4.560	199.04	 0.00	  0.000	0.010	  0.14	 0.96																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999			 9																																							
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		  39.5	 8	35.9633	5.060	220.65	 0.00	  0.000	0.000	  0.19	 1.52																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		  40.7	 7	35.9564	5.043	219.89	 0.00	  0.010	0.020	  0.21	 1.62																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		  59.9	 6	35.8105	2.882	125.50	 0.32	 14.600	14.200	  0.96	 4.37																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		  79.1	 5	35.7010	2.544	110.75	 0.23	 17.700	17.500	  1.14	 5.45																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		  99.4	 4	35.4654	2.291	 99.70	 0.04	 21.600	21.500	  1.34	 7.32																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		 302.9	 3	35.0506	2.132	 92.79	 0.00	 27.600	27.600	  1.63	11.70																															
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999			 2																																							
PIRATA Fr29	st017c01	B	2019-03-13T09:53:34z	  -0.001	 -4.999		 504.2	 1	34.6742	1.909	 83.05	 0.00	 36.400	36.400	  2.14	20.20																															
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999		   4.8	16	36.0791	4.499	196.40	 0.00	  0.000	0.000	  0.07	 0.96	0.0035	0.0057	0.0025	0.0063	0.0107			0.0018	0.0200	0.0113			0.1293					0.0165			0.0579	0.0758	0.1337								
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999		   9.5	15	36.0808	4.497	196.33	 0.00	  0.000	0.000	  0.07	 0.92																															
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999		  10.3	14	36.0787	4.493	196.16	 0.00	  0.010	0.010	  0.09	 0.94	0.0036	0.0056	0.0023	0.0063	0.0104			0.0017	0.0190	0.0109			0.1302					0.0167			0.0590	0.0740	0.1330	0.0015							
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999		  20.6	13	36.1195	4.520	197.28	 0.00	  0.000	0.010	  0.08	 1.02	0.0039	0.0061	0.0026	0.0069	0.0100			0.0017	0.0216	0.0093			0.1052		0.0071	0.0110	0.0181	0.0149			0.0512	0.0749	0.1261								
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999			12																																							
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999		  39.4	11	36.0032	4.570	199.14	 0.05	  2.020	1.970	  0.30	 2.48	0.0634	0.0687	0.0232	0.1094	0.0374	0.0104	0.0027	0.0053	0.1573	0.0167	0.0030		0.0738		0.0137	0.1079	0.1216	0.0223			0.0634	0.4065	0.4699								
PIRATA Fr29	st018c01	B	2019-03-13T17:40:47z	  -0.000	 -5.999		  60.4	10	35.7520	2.580	112.34	 0.21	 17.300	17.100	  1.06	 5.23	0.0601	0.0340	0.0049	0.0843	0.0310	0.0064	0.0073	0.0018	0.0908	0.0081	0.0016		0.0332		0.1037	0.0701	0.1737	0.0284			0.0697	0.2474	0.3171	0.0046							
