//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR25_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:13:55
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR25_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR25	66	09-Apr-2015T01:11:00Z	 -20.000	 +0.000	 28.510	 35.060	 35.319	 0.01	  0.098	0.098	  0.04	 0.98	-99999.0000	0.0013	-99999.0000	0.0013	0.0013	-99999.0000	-99999.0000	-99999.0000	0.0036		0.0019	-99999.0000	-99999.0000	0.0904		0.0042	-99999.0000		0.0152	-99999.0000		0.0420	0.0452		-99999.0000		
PIRATAFR25	67	10-Apr-2015T06:25:00Z	 -21.000	 +0.000	 28.358	 34.429	 34.476	 0.01	  0.098	0.098	  0.03	 0.98	0.0075	0.0115	0.0108	0.0059	0.0062	-99999.0000	-99999.0000	-99999.0000	0.0367		0.0049	-99999.0000	-99999.0000	0.1261		0.0105	-99999.0000		0.0246	-99999.0000		0.0626	0.1468		-99999.0000		
PIRATAFR25	68	10-Apr-2015T11:48:00Z	 -22.000	 +0.000	 28.494	 34.447	 34.519	 0.01	  0.098	0.098	  0.03	 1.07	0.0016	0.0065	0.0078	0.0032	0.0058	-99999.0000	-99999.0000	-99999.0000	0.0172		0.0140	-99999.0000	-99999.0000	0.1323		0.0075	-99999.0000		-99999.0000	0.0244		0.0380	0.1469		-99999.0000		
PIRATAFR25	69	11-Apr-2015T10:05:00Z	 -23.000	 +1.000	 27.887	 34.904	 35.200	 0.00	  0.098	0.098	  0.05	 1.07	-99999.0000	0.0039	-99999.0000	0.0023	0.0029	-99999.0000	-99999.0000	-99999.0000	0.0036		-99999.0000	-99999.0000	-99999.0000	0.0992		0.0105	-99999.0000		0.0252	-99999.0000		0.0583	0.1179		-99999.0000		
PIRATAFR25	70	11-Apr-2015T15:25:00Z	 -23.000	 +2.000	 28.860	 35.400	 35.381	 0.00	  0.098	0.098	  0.02	 1.07	0.0013	0.0039	-99999.0000	0.0016	0.0039	-99999.0000	-99999.0000	-99999.0000	0.0043		0.0026	-99999.0000	-99999.0000	0.1062		0.0075	-99999.0000		0.0223	-99999.0000		0.0439	0.1095		-99999.0000		
PIRATAFR25	71	11-Apr-2015T20:54:00Z	 -23.000	 +3.000	 28.265	 35.657	 35.737	 0.00	  0.098	0.098	  0.00	 0.98	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	0.0021		0.0012	-99999.0000	-99999.0000	0.0435		-99999.0000	-99999.0000		-99999.0000	0.0182		0.0140	0.0533		-99999.0000		
PIRATAFR25	72	12-Apr-2015T02:02:00Z	 -23.000	 +4.000	 27.630	 36.118	 36.180	 0.00	  0.097	0.097	  0.02	 1.27	0.0089	0.0166	0.0111	0.0089	0.0104	-99999.0000	-99999.0000	-99999.0000	0.0459		0.0215	-99999.0000	-99999.0000	0.2178		-99999.0000	0.0111		-99999.0000	0.0425		0.0669	0.3025		-99999.0000		
PIRATAFR25	73	12-Apr-2015T08:41:00Z	 -23.000	 +5.000	 26.695	 36.023	 36.094	 0.00	  0.098	0.098	  0.00	 0.78	0.0046	0.0111	0.0062	0.0042	0.0065	-99999.0000	-99999.0000	-99999.0000	0.0244		0.0124	-99999.0000	-99999.0000	0.1513		-99999.0000	0.0081		0.0264	-99999.0000		0.0608	0.1571		-99999.0000		
PIRATAFR25	74	12-Apr-2015T14:28:00Z	 -23.000	 +6.000	 26.001	 35.771	 35.845	 0.00	  0.098	0.098	  0.02	 0.20	0.0023	0.0049	-99999.0000	0.0023	0.0033	-99999.0000	-99999.0000	-99999.0000	0.0076		0.0059	-99999.0000	-99999.0000	0.1431		0.0069	-99999.0000		0.0237	-99999.0000		0.0671	0.0924		-99999.0000		
PIRATAFR25	75	12-Apr-2015T08:10:00Z	 -23.000	 +7.000	 25.426	 35.637	 35.701	 0.00	  0.000	0.000	  0.06	 0.39	0.0047	0.0095	-99999.0000	0.0038	0.0082	-99999.0000	-99999.0000	-99999.0000	0.0171		0.0079	-99999.0000	-99999.0000	0.0833		-99999.0000	0.0060		-99999.0000	0.0177		0.0282	0.1162		-99999.0000		
PIRATAFR25	76	13-Apr-2015T01:50:00Z	 -23.000	 +8.000	 25.070	 35.640	 35.705	 0.00	  0.098	0.098	  0.06	 0.39	0.0045	0.0080	0.0026	0.0039	0.0103	-99999.0000	-99999.0000	-99999.0000	0.0142		0.0074	-99999.0000	-99999.0000	0.0795		-99999.0000	0.0064		-99999.0000	0.0193		0.0164	0.1345		-99999.0000		
PIRATAFR25	77	13-Apr-2015T07:35:00Z	 -23.000	 +9.000	 24.837	 35.664	 36.736	 0.00	  0.097	0.097	  0.04	 0.29	0.0059	0.0127	0.0033	0.0036	0.0173	-99999.0000	-99999.0000	-99999.0000	0.0163		0.0082	-99999.0000	-99999.0000	0.0892		-99999.0000	0.0101		-99999.0000	0.0245		0.0461	0.1618		-99999.0000		
PIRATAFR25	78	13-Apr-2015T13:15:00Z	 -23.000	+10.000	 24.280	 35.660	 35.734	 0.00	  0.098	0.098	  0.05	 0.49	0.0036	0.0065	0.0023	0.0036	0.0055	-99999.0000	-99999.0000	-99999.0000	0.0130		0.0104	-99999.0000	0.0052	0.1412		-99999.0000	0.0072		-99999.0000	0.0237		0.0485	0.1376		-99999.0000		
PIRATAFR25	79	13-Apr-2015T18:58:00Z	 -23.000	+11.000	 23.925	 35.593	 35.667	 0.00	  0.098	0.098	  0.09	 0.29	0.0036	0.0069	-99999.0000	0.0030	0.0059	-99999.0000	-99999.0000	-99999.0000	0.0125		0.0062	-99999.0000	0.0013	0.1318		-99999.0000	0.0069		-99999.0000	0.0220		0.0332	0.1229		-99999.0000		
PIRATAFR25	80	14-Apr-2015T01:04:00Z	 -23.000	+12.000	 23.232	 35.742	 35.830	 0.00	  0.098	0.098	  0.05	 0.49	0.0036	0.0066	0.0023	0.0043	0.0066	-99999.0000	-99999.0000	-99999.0000	0.0122		0.0066	-99999.0000	-99999.0000	0.0976		-99999.0000	0.0062		0.0168	-99999.0000		0.0335	0.0996		-99999.0000		
PIRATAFR25	81	14-Apr-2015T07:10:00Z	 -23.033	+13.000	 22.487	 35.701	 35.770	 0.00	  0.098	0.098	  0.13	 0.49	0.0123	0.0168	0.0032	0.0104	0.0201	-99999.0000	-99999.0000	-99999.0000	0.0366		0.0094	-99999.0000	-99999.0000	0.1322		-99999.0000	0.0113		-99999.0000	0.0327		0.0181	0.2779		-99999.0000		
PIRATAFR25	82	14-Apr-2015T13:29:00Z	 -23.083	+14.000	 22.880	 35.880	 35.950	 0.01	  0.000	0.000	  0.00	 0.68	0.0043	0.0069	0.0020	0.0059	0.0066	-99999.0000	-99999.0000	-99999.0000	0.0141		0.0089	-99999.0000	0.0053	0.1061		-99999.0000	0.0085		-99999.0000	0.0200		0.0447	0.1285		-99999.0000		
PIRATAFR25	83	14-Apr-2015T19:52:00Z	 -24.033	+15.000	 22.814	 35.922	 36.016	 0.02	  0.098	0.098	  0.00	 0.88	0.0105	0.0237	0.0036	0.0118	0.0188	-99999.0000	-99999.0000	-99999.0000	0.0290		0.0151	-99999.0000	0.0023	0.2650		-99999.0000	0.0257		-99999.0000	0.0441		0.0632	0.3706		-99999.0000		
PIRATAFR25	84	15-Apr-2015T02:30:00Z	 -24.067	+16.000	 22.060	 35.970	 36.052	 0.02	  0.195	0.098	  0.01	 0.78	0.0026	0.0055	0.0036	0.0052	-99999.0000	-99999.0000	-99999.0000	-99999.0000	0.0042		0.0042	-99999.0000	-99999.0000	0.1349		-99999.0000	0.0100		-99999.0000	0.0256		0.0346	0.1385		-99999.0000		
